datetime,city,pm25,pm10,no2,co,o3,so2,traffic_volume,avg_speed_kmph,congestion_level,incident_flag,temperature,humidity,wind_speed,precipitation
2020-01-28 12:00:00,Bapuji Nagar - Bangalore,79.1,125.01,55.39,0.72,23.44,16.75,165,40,0.8,0,32.2,78,6.8,7.1
2020-01-28 18:00:00,Bapuji Nagar - Bangalore,83.09,136.71,58.51,0.88,26.96,11.37,214,34,0.47,0,26.9,65,3.3,6.1
2020-01-29 00:00:00,Bapuji Nagar - Bangalore,64.95,94.54,48.14,0.56,20.86,7.19,79,50,0.52,0,28.4,64,2.1,6.2
2020-01-29 06:00:00,Bapuji Nagar - Bangalore,92.31,132.94,68.76,0.95,16.06,4.08,202,35,0.67,1,19.6,46,7.0,2.3
2020-01-29 12:00:00,Bapuji Nagar - Bangalore,80.79,123.2,56.05,0.75,16.84,14.74,160,40,0.65,0,29.5,50,11.9,1.3
2020-01-29 18:00:00,Bapuji Nagar - Bangalore,92.76,134.33,64.16,0.83,20.02,12.2,205,35,0.82,0,22.3,45,4.9,0.7
2020-01-30 00:00:00,Bapuji Nagar - Bangalore,40.39,55.56,31.88,0.67,24.45,11.13,80,50,0.47,0,24.1,61,8.4,9.9
2020-01-30 06:00:00,Bapuji Nagar - Bangalore,83.31,129.84,56.74,0.91,30.57,10.43,211,34,0.77,0,30.1,55,5.5,4.2
2020-01-30 12:00:00,Bapuji Nagar - Bangalore,70.07,101.84,42.62,0.71,19.4,7.84,142,42,0.66,0,25.4,45,3.8,7.9
2020-01-30 18:00:00,Bapuji Nagar - Bangalore,74.35,122.75,48.43,0.94,13.22,10.08,192,36,0.86,0,25.2,42,5.4,4.5
2020-01-31 00:00:00,Bapuji Nagar - Bangalore,52.49,74.55,39.43,0.69,22.04,11.64,108,47,0.74,0,25.8,84,5.2,8.8
2020-01-31 06:00:00,Bapuji Nagar - Bangalore,78.28,116.49,60.95,0.93,25.6,6.84,192,36,0.65,0,33.7,41,2.5,8.6
2020-01-31 12:00:00,Bapuji Nagar - Bangalore,59.6,88.24,47.75,0.87,32.25,13.66,169,39,0.43,0,25.1,54,11.6,5.5
2020-01-31 18:00:00,Bapuji Nagar - Bangalore,51.84,84.82,51.85,0.87,21.75,8.32,190,37,0.56,0,18.0,44,9.6,4.6
2020-02-01 00:00:00,Bapuji Nagar - Bangalore,24.67,28.78,41.35,0.73,20.64,13.98,95,48,0.37,0,28.8,72,6.6,10.0
2020-02-01 06:00:00,Bapuji Nagar - Bangalore,58.57,79.49,62.33,0.97,17.63,11.74,202,35,0.33,0,28.1,74,5.0,4.1
2020-02-01 12:00:00,Bapuji Nagar - Bangalore,69.37,100.58,56.48,0.76,16.09,9.99,162,40,0.35,0,27.4,52,1.1,2.4
2020-02-01 18:00:00,Bapuji Nagar - Bangalore,56.96,67.23,62.62,0.92,31.41,6.64,206,35,0.56,0,18.0,43,10.5,2.4
2020-02-02 00:00:00,Bapuji Nagar - Bangalore,24.02,35.25,33.65,0.7,22.58,12.93,106,47,0.79,0,23.8,68,4.1,9.3
2020-02-02 06:00:00,Bapuji Nagar - Bangalore,50.34,85.34,57.98,0.89,25.65,8.37,193,36,0.24,0,32.6,44,9.1,5.1
2020-02-02 12:00:00,Bapuji Nagar - Bangalore,51.56,63.11,57.48,0.82,22.37,7.85,156,41,0.91,0,22.8,70,4.3,3.5
2020-02-02 18:00:00,Bapuji Nagar - Bangalore,42.87,62.3,65.84,0.92,23.58,16.5,196,36,0.67,0,16.7,87,11.6,3.0
2020-02-03 00:00:00,Bapuji Nagar - Bangalore,50.55,79.88,43.69,0.76,19.28,7.48,105,47,0.93,0,15.8,89,4.5,1.3
2020-02-03 06:00:00,Bapuji Nagar - Bangalore,78.05,115.75,62.97,1.03,19.14,13.41,216,34,0.49,0,33.6,48,5.1,4.3
2020-02-03 12:00:00,Bapuji Nagar - Bangalore,62.81,107.01,56.42,0.77,26.37,4.85,154,41,0.37,0,32.6,51,11.1,2.5
2020-02-03 18:00:00,Bapuji Nagar - Bangalore,59.44,81.63,70.39,0.91,29.2,14.31,215,34,0.92,0,29.6,41,2.4,7.3
2020-02-04 00:00:00,Bapuji Nagar - Bangalore,27.13,31.05,41.58,0.72,22.02,11.83,93,48,0.86,0,17.1,62,8.6,8.7
2020-02-04 06:00:00,Bapuji Nagar - Bangalore,56.57,75.98,63.19,0.99,14.65,6.68,209,34,0.75,0,18.9,81,8.2,3.1
2020-02-04 12:00:00,Bapuji Nagar - Bangalore,26.58,45.24,50.97,0.75,23.42,6.46,145,42,0.49,0,18.0,45,10.6,10.0
2020-02-04 18:00:00,Bapuji Nagar - Bangalore,33.27,50.8,74.96,0.91,23.87,10.2,212,34,0.28,0,23.0,46,6.3,6.4
2020-02-05 00:00:00,Bapuji Nagar - Bangalore,25.78,50.49,32.29,0.67,17.92,4.4,90,49,0.79,0,21.4,85,2.6,7.0
2020-02-05 06:00:00,Bapuji Nagar - Bangalore,48.34,63.86,53.16,0.9,25.45,12.63,199,36,0.75,0,16.8,88,7.6,7.4
2020-02-05 12:00:00,Bapuji Nagar - Bangalore,63.89,109.23,53.94,0.83,23.54,11.59,159,40,0.32,0,34.0,44,3.0,3.6
2020-02-05 18:00:00,Bapuji Nagar - Bangalore,58.74,89.28,56.28,0.87,26.04,9.48,193,36,0.73,0,22.5,76,6.3,4.4
2020-02-06 00:00:00,Bapuji Nagar - Bangalore,64.27,90.86,41.27,0.73,29.8,9.28,108,47,0.23,0,24.4,60,1.8,0.6
2020-02-06 06:00:00,Bapuji Nagar - Bangalore,85.97,120.19,60.76,0.92,29.13,7.33,208,35,0.66,0,20.4,48,6.4,0.3
2020-02-06 12:00:00,Bapuji Nagar - Bangalore,55.9,102.7,46.01,0.83,17.35,6.78,151,41,0.82,0,26.0,63,7.2,9.4
2020-02-06 18:00:00,Bapuji Nagar - Bangalore,67.85,97.05,63.07,0.91,22.44,5.81,206,35,0.74,0,33.9,51,4.8,1.1
2020-02-07 00:00:00,Bapuji Nagar - Bangalore,33.5,48.5,31.18,0.7,30.36,9.22,84,49,0.37,0,25.9,78,8.8,5.4
2020-02-07 06:00:00,Bapuji Nagar - Bangalore,42.62,63.63,60.24,0.95,25.38,12.43,198,36,0.93,0,20.8,86,6.6,8.1
2020-02-07 12:00:00,Bapuji Nagar - Bangalore,33.99,54.02,62.94,0.94,20.76,7.91,169,39,0.39,0,15.4,79,10.7,8.8
2020-02-07 18:00:00,Bapuji Nagar - Bangalore,50.36,68.53,58.96,0.89,20.61,7.81,208,35,0.54,0,20.6,81,6.5,1.1
2020-02-08 00:00:00,Bapuji Nagar - Bangalore,12.77,27.66,32.46,0.7,14.57,13.89,93,48,0.35,0,30.1,76,8.0,8.0
2020-02-08 06:00:00,Bapuji Nagar - Bangalore,46.37,74.1,62.82,0.85,23.5,8.37,189,37,0.23,0,32.9,82,11.8,1.4
2020-02-08 12:00:00,Bapuji Nagar - Bangalore,32.94,52.32,49.38,0.84,23.38,6.23,162,40,0.74,0,21.4,40,5.6,9.8
2020-02-08 18:00:00,Bapuji Nagar - Bangalore,19.0,37.17,64.88,0.88,23.65,13.13,206,35,0.28,0,34.5,67,10.4,8.2
2020-02-09 00:00:00,Bapuji Nagar - Bangalore,15.97,28.82,34.09,0.8,31.21,11.54,99,48,0.52,0,19.9,67,10.1,1.0
2020-02-09 06:00:00,Bapuji Nagar - Bangalore,32.5,52.79,65.94,0.9,20.12,6.36,208,35,0.75,0,31.1,69,11.8,6.3
2020-02-09 12:00:00,Bapuji Nagar - Bangalore,17.15,32.4,52.96,0.85,16.67,10.45,158,41,0.77,0,16.4,85,9.4,9.0
2020-02-09 18:00:00,Bapuji Nagar - Bangalore,40.42,53.09,62.49,0.96,20.12,12.25,218,33,0.49,0,23.9,77,3.5,3.8
2020-02-10 00:00:00,Bapuji Nagar - Bangalore,18.7,23.84,41.5,0.66,23.6,8.06,91,49,0.92,0,33.2,81,8.7,8.4
2020-02-10 06:00:00,Bapuji Nagar - Bangalore,58.2,93.53,63.05,0.83,24.24,12.7,189,37,0.55,0,25.8,79,3.9,0.5
2020-02-10 12:00:00,Bapuji Nagar - Bangalore,38.98,54.74,47.73,0.82,23.74,13.49,157,41,0.38,0,26.9,80,11.9,6.3
2020-02-10 18:00:00,Bapuji Nagar - Bangalore,25.75,37.75,56.07,0.89,32.36,9.19,205,35,0.25,0,17.3,48,11.0,6.7
2020-02-11 00:00:00,Bapuji Nagar - Bangalore,33.49,54.64,38.22,0.76,22.29,10.58,90,49,0.57,0,27.8,46,2.4,2.3
2020-02-11 06:00:00,Bapuji Nagar - Bangalore,62.78,93.5,55.48,0.97,24.81,5.63,215,34,0.31,0,20.1,56,1.4,6.0
2020-02-11 12:00:00,Bapuji Nagar - Bangalore,58.12,97.9,42.82,0.83,20.7,12.01,161,40,0.28,0,15.1,85,1.5,8.3
2020-02-11 18:00:00,Bapuji Nagar - Bangalore,56.7,84.56,59.46,0.85,12.98,5.25,215,34,0.58,0,16.7,80,10.0,5.3
2020-02-12 00:00:00,Bapuji Nagar - Bangalore,42.91,67.72,36.32,0.71,26.98,11.78,91,49,0.74,0,33.2,84,7.7,3.1
2020-02-12 06:00:00,Bapuji Nagar - Bangalore,80.42,114.13,70.51,0.86,26.44,10.92,208,35,0.88,0,28.3,76,2.3,4.2
2020-02-12 12:00:00,Bapuji Nagar - Bangalore,59.98,96.06,59.61,0.84,26.28,15.7,166,40,0.32,0,27.0,53,8.0,9.1
2020-02-12 18:00:00,Bapuji Nagar - Bangalore,53.68,90.82,65.95,0.98,30.8,7.76,218,33,0.62,0,24.0,84,5.4,9.1
2020-02-13 00:00:00,Bapuji Nagar - Bangalore,35.18,56.43,35.61,0.64,29.29,19.26,80,50,0.49,0,20.5,77,9.7,4.5
2020-02-13 06:00:00,Bapuji Nagar - Bangalore,46.32,72.15,59.98,0.94,31.51,10.33,189,37,0.91,0,18.3,46,2.6,8.9
2020-02-13 12:00:00,Bapuji Nagar - Bangalore,41.66,65.83,41.96,0.74,18.11,8.67,154,41,0.93,0,26.6,77,6.0,6.9
2020-02-13 18:00:00,Bapuji Nagar - Bangalore,45.09,67.52,55.29,0.9,16.52,10.99,198,36,0.48,0,24.8,81,10.9,1.2
2020-02-14 00:00:00,Bapuji Nagar - Bangalore,29.82,39.32,34.43,0.72,25.61,12.55,83,50,0.56,0,15.6,71,4.7,5.4
2020-02-14 06:00:00,Bapuji Nagar - Bangalore,67.28,91.45,57.39,0.93,27.55,12.57,200,36,0.82,0,18.5,60,4.8,2.7
2020-02-14 12:00:00,Bapuji Nagar - Bangalore,53.92,86.96,57.52,0.87,20.93,3.71,146,42,0.75,0,21.0,61,7.3,6.2
