datetime,city,pm25,pm10,no2,co,o3,so2,traffic_volume,avg_speed_kmph,congestion_level,incident_flag,temperature,humidity,wind_speed,precipitation
2020-01-11 00:00:00,Deonar - Mumbai,70.98,103.46,43.01,0.57,22.78,9.32,118,45,0.68,0,29.8,64,5.9,8.0
2020-01-11 06:00:00,Deonar - Mumbai,107.06,164.75,70.76,1.04,24.32,13.54,249,30,0.83,0,34.3,88,2.0,8.1
2020-01-11 12:00:00,Deonar - Mumbai,87.32,135.53,59.06,0.92,15.89,7.36,180,38,0.87,0,29.4,80,9.8,6.7
2020-01-11 18:00:00,Deonar - Mumbai,78.86,112.1,65.45,1.03,25.39,11.87,240,31,0.95,0,26.1,83,7.2,6.9
2020-01-12 00:00:00,Deonar - Mumbai,83.85,122.8,40.82,0.66,16.46,13.67,110,46,0.41,0,22.5,52,2.2,1.2
2020-01-12 06:00:00,Deonar - Mumbai,125.85,184.78,66.31,0.95,16.09,12.58,238,31,0.5,0,24.9,74,1.8,3.5
2020-01-12 12:00:00,Deonar - Mumbai,111.03,154.76,61.2,0.93,14.54,9.74,191,37,0.24,0,23.6,64,4.8,5.9
2020-01-12 18:00:00,Deonar - Mumbai,106.31,154.97,76.21,1.01,22.98,6.05,236,31,0.51,0,34.6,64,10.6,0.9
2020-01-13 00:00:00,Deonar - Mumbai,74.61,126.96,36.07,0.66,17.27,7.07,97,48,0.28,0,27.3,68,10.8,0.0
2020-01-13 06:00:00,Deonar - Mumbai,91.68,146.54,72.68,0.9,24.9,8.36,228,32,0.29,0,33.1,53,9.7,3.9
2020-01-13 12:00:00,Deonar - Mumbai,70.8,118.54,63.41,0.85,22.24,9.96,194,36,0.64,0,31.3,69,10.4,8.5
2020-01-13 18:00:00,Deonar - Mumbai,73.49,108.46,71.19,0.97,16.19,8.18,240,31,0.55,0,21.8,83,7.7,7.4
2020-01-14 00:00:00,Deonar - Mumbai,60.09,97.54,44.22,0.79,18.18,8.76,119,45,0.76,0,22.6,55,4.2,8.4
2020-01-14 06:00:00,Deonar - Mumbai,107.14,159.38,71.18,0.98,26.68,3.57,244,30,0.61,0,15.4,61,7.7,0.2
2020-01-14 12:00:00,Deonar - Mumbai,79.62,100.11,49.87,0.9,20.5,6.37,181,38,0.91,0,27.6,51,11.5,8.8
2020-01-14 18:00:00,Deonar - Mumbai,85.01,140.19,65.52,0.97,19.95,6.47,230,32,0.32,0,15.6,47,11.2,0.5
2020-01-15 00:00:00,Deonar - Mumbai,72.0,97.9,35.93,0.7,25.27,10.46,111,46,0.84,0,23.6,77,1.7,4.4
2020-01-15 06:00:00,Deonar - Mumbai,110.25,155.6,69.8,0.92,15.5,10.51,233,32,0.79,0,34.0,81,10.3,1.8
2020-01-15 12:00:00,Deonar - Mumbai,79.9,113.35,61.42,0.95,13.28,14.64,187,37,0.45,1,29.7,82,10.9,9.0
2020-01-15 18:00:00,Deonar - Mumbai,85.94,135.82,67.1,1.01,21.52,6.2,244,30,0.67,0,15.2,83,8.9,4.1
2020-01-16 00:00:00,Deonar - Mumbai,74.21,102.76,48.85,0.72,23.3,8.7,100,48,0.93,0,15.9,84,3.4,3.1
2020-01-16 06:00:00,Deonar - Mumbai,89.56,139.45,63.02,0.99,25.69,11.47,232,32,0.4,0,21.9,72,2.5,9.3
2020-01-16 12:00:00,Deonar - Mumbai,91.57,124.16,62.25,0.95,25.01,10.96,188,37,0.56,0,27.9,74,10.9,0.0
2020-01-16 18:00:00,Deonar - Mumbai,88.1,123.12,69.15,0.93,13.34,10.77,238,31,0.69,0,24.9,71,10.4,4.6
2020-01-17 00:00:00,Deonar - Mumbai,71.35,103.96,44.43,0.75,20.81,12.97,106,47,0.54,0,33.4,85,1.4,9.9
2020-01-17 06:00:00,Deonar - Mumbai,105.06,146.47,66.32,0.93,23.89,15.23,235,31,0.91,0,29.7,63,4.7,5.9
2020-01-17 12:00:00,Deonar - Mumbai,101.05,154.39,51.72,0.82,15.11,8.71,174,39,0.56,0,27.7,74,3.3,9.5
2020-01-17 18:00:00,Deonar - Mumbai,94.06,141.38,62.66,1.07,19.77,11.6,256,29,0.47,0,22.2,72,8.0,7.5
2020-01-18 00:00:00,Deonar - Mumbai,62.24,102.63,40.39,0.67,21.91,9.77,100,48,0.75,0,17.6,84,6.5,8.8
2020-01-18 06:00:00,Deonar - Mumbai,102.43,155.29,67.97,0.92,21.17,9.23,231,32,0.44,0,25.6,57,4.5,3.5
2020-01-18 12:00:00,Deonar - Mumbai,116.48,182.07,56.54,0.83,26.85,13.88,200,36,0.24,0,30.3,58,1.1,2.1
2020-01-18 18:00:00,Deonar - Mumbai,110.49,177.68,73.35,1.02,25.56,4.13,245,30,0.43,0,18.4,76,5.8,6.6
2020-01-19 00:00:00,Deonar - Mumbai,76.13,111.36,38.79,0.6,25.51,8.64,100,48,0.37,0,22.0,79,5.8,6.5
2020-01-19 06:00:00,Deonar - Mumbai,101.75,161.59,70.96,0.95,16.7,13.68,228,32,0.54,0,18.7,86,3.4,5.7
2020-01-19 12:00:00,Deonar - Mumbai,75.76,109.99,60.36,0.83,17.9,10.38,176,38,0.63,0,16.7,49,8.7,9.3
2020-01-19 18:00:00,Deonar - Mumbai,91.19,146.94,70.04,0.95,13.25,13.32,254,29,0.95,0,29.7,56,5.9,3.2
2020-01-20 00:00:00,Deonar - Mumbai,68.71,99.37,36.07,0.72,12.51,11.67,108,47,0.83,0,24.0,87,7.4,6.1
2020-01-20 06:00:00,Deonar - Mumbai,90.32,134.45,78.99,0.97,24.7,12.14,255,29,0.63,0,34.0,83,9.2,9.5
2020-01-20 12:00:00,Deonar - Mumbai,74.56,121.25,64.48,0.91,24.13,11.82,174,39,0.29,0,18.1,67,11.4,5.3
2020-01-20 18:00:00,Deonar - Mumbai,89.24,131.11,60.04,1.0,27.55,8.64,244,30,0.77,0,16.8,86,3.9,4.3
2020-01-21 00:00:00,Deonar - Mumbai,83.01,117.24,51.76,0.67,28.31,7.22,121,45,0.91,0,18.4,40,4.0,0.4
2020-01-21 06:00:00,Deonar - Mumbai,120.74,182.06,64.43,0.93,28.65,13.48,232,32,0.51,0,17.4,50,4.1,2.5
2020-01-21 12:00:00,Deonar - Mumbai,114.8,184.4,56.02,0.76,20.29,12.45,180,38,0.51,0,31.0,50,4.1,2.3
2020-01-21 18:00:00,Deonar - Mumbai,108.43,155.11,55.17,0.96,25.5,10.93,228,32,0.84,0,29.1,54,2.0,7.7
2020-01-22 00:00:00,Deonar - Mumbai,90.82,141.51,43.64,0.67,14.91,10.13,102,47,0.41,0,17.4,75,1.6,4.3
2020-01-22 06:00:00,Deonar - Mumbai,123.3,190.4,74.24,0.95,27.88,7.73,252,29,0.51,0,33.8,58,3.7,3.7
2020-01-22 12:00:00,Deonar - Mumbai,109.75,165.28,59.24,0.82,24.39,11.69,200,36,0.93,0,28.5,68,10.8,0.4
2020-01-22 18:00:00,Deonar - Mumbai,112.98,167.5,69.14,0.97,29.39,6.7,251,29,0.32,0,28.0,47,2.2,7.2
2020-01-23 00:00:00,Deonar - Mumbai,87.05,124.36,40.12,0.77,15.17,3.78,123,45,0.76,0,31.3,64,3.8,6.1
2020-01-23 06:00:00,Deonar - Mumbai,116.78,180.22,66.0,1.0,28.73,7.45,233,32,0.87,0,15.1,68,9.4,1.6
2020-01-23 12:00:00,Deonar - Mumbai,91.25,142.81,57.5,0.76,14.83,8.88,187,37,0.37,0,29.1,83,8.7,9.9
2020-01-23 18:00:00,Deonar - Mumbai,87.38,123.87,60.88,0.98,28.44,7.12,241,31,0.56,0,20.4,67,6.1,8.3
2020-01-24 00:00:00,Deonar - Mumbai,63.87,113.51,34.48,0.72,25.5,7.56,108,47,0.42,0,25.1,88,10.9,1.6
2020-01-24 06:00:00,Deonar - Mumbai,99.89,162.41,79.65,0.93,25.41,7.8,254,29,0.4,0,28.6,46,5.9,4.5
2020-01-24 12:00:00,Deonar - Mumbai,105.54,156.55,71.49,0.84,27.11,8.42,200,36,0.34,0,27.5,56,5.9,4.2
2020-01-24 18:00:00,Deonar - Mumbai,103.62,156.84,69.75,0.97,24.18,8.19,242,30,0.63,0,16.7,55,8.3,2.1
2020-01-25 00:00:00,Deonar - Mumbai,88.44,152.87,35.39,0.62,22.73,12.23,103,47,0.87,0,20.5,81,2.4,3.4
2020-01-25 06:00:00,Deonar - Mumbai,102.34,163.87,83.46,0.97,22.26,8.23,257,29,0.49,1,30.6,80,8.1,8.2
2020-01-25 12:00:00,Deonar - Mumbai,87.79,116.79,57.41,0.82,23.01,6.15,172,39,0.5,0,25.0,75,9.8,3.8
2020-01-25 18:00:00,Deonar - Mumbai,92.01,137.6,67.4,1.0,29.42,12.87,236,31,0.42,0,22.7,41,4.9,5.7
2020-01-26 00:00:00,Deonar - Mumbai,70.13,104.5,43.57,0.73,17.61,10.52,120,45,0.94,0,34.7,72,3.8,7.7
2020-01-26 06:00:00,Deonar - Mumbai,88.57,135.62,60.77,1.01,24.27,14.06,238,31,0.5,0,15.4,53,9.0,8.7
2020-01-26 12:00:00,Deonar - Mumbai,90.2,134.05,54.0,0.92,18.78,15.48,182,38,0.39,0,21.3,58,9.2,2.2
2020-01-26 18:00:00,Deonar - Mumbai,99.02,144.61,70.43,1.0,23.62,15.37,237,31,0.45,1,20.1,50,1.7,6.9
2020-01-27 00:00:00,Deonar - Mumbai,67.16,97.17,44.08,0.79,19.39,15.68,105,47,0.28,0,32.5,40,9.3,3.7
2020-01-27 06:00:00,Deonar - Mumbai,111.07,189.27,65.75,1.05,17.14,7.01,231,32,0.57,0,34.8,73,5.1,2.8
2020-01-27 12:00:00,Deonar - Mumbai,110.38,161.92,62.47,0.87,24.6,14.27,187,37,0.91,0,31.0,44,5.2,3.4
2020-01-27 18:00:00,Deonar - Mumbai,112.05,160.79,68.98,0.97,20.03,5.86,234,31,0.46,0,16.8,82,2.2,4.3
2020-01-28 00:00:00,Deonar - Mumbai,70.59,104.65,43.56,0.77,31.46,12.89,122,45,0.48,0,28.8,47,4.9,9.6
2020-01-28 06:00:00,Deonar - Mumbai,93.41,150.11,73.91,1.04,19.02,14.5,249,30,0.85,0,28.5,76,8.6,6.1
2020-01-28 12:00:00,Deonar - Mumbai,83.3,138.09,47.45,0.88,34.68,8.91,184,37,0.69,0,23.0,64,1.7,9.5
2020-01-28 18:00:00,Deonar - Mumbai,104.35,170.21,70.52,0.95,27.37,11.76,235,31,0.4,0,22.5,60,3.2,1.3
2020-01-29 00:00:00,Deonar - Mumbai,65.75,85.71,36.78,0.74,34.52,9.87,120,45,0.68,0,25.9,63,10.4,9.6
2020-01-29 06:00:00,Deonar - Mumbai,110.18,158.6,57.74,1.04,23.57,3.32,229,32,0.92,1,33.4,41,10.1,1.8
2020-01-29 12:00:00,Deonar - Mumbai,105.4,152.19,57.07,0.93,24.24,11.67,185,37,0.51,0,30.5,56,4.4,4.1
2020-01-29 18:00:00,Deonar - Mumbai,111.28,162.49,69.74,1.06,24.21,7.89,246,30,0.88,0,23.1,64,3.3,5.7
2020-01-30 00:00:00,Deonar - Mumbai,89.75,123.28,42.47,0.8,25.87,8.41,100,48,0.67,0,22.3,57,5.0,4.5
2020-01-30 06:00:00,Deonar - Mumbai,131.81,211.88,72.88,0.91,21.17,10.4,251,29,0.47,0,18.9,77,4.9,0.7
2020-01-30 12:00:00,Deonar - Mumbai,110.56,159.99,63.44,0.94,22.65,12.89,195,36,0.35,0,25.0,82,11.0,3.0
2020-01-30 18:00:00,Deonar - Mumbai,106.9,159.7,76.76,1.02,28.45,11.15,232,32,0.79,0,29.6,62,5.0,4.0
2020-01-31 00:00:00,Deonar - Mumbai,68.95,101.75,44.3,0.78,12.68,13.25,99,48,0.62,0,32.2,52,4.3,8.4
2020-01-31 06:00:00,Deonar - Mumbai,90.84,128.55,66.46,0.96,31.95,12.33,229,32,0.22,0,22.6,42,11.6,4.6
2020-01-31 12:00:00,Deonar - Mumbai,92.27,152.29,51.78,0.84,26.53,11.94,174,39,0.49,0,34.3,83,9.3,3.1
2020-01-31 18:00:00,Deonar - Mumbai,107.51,166.58,61.95,0.96,12.56,5.07,235,31,0.81,0,30.0,50,2.4,1.4
2020-02-01 00:00:00,Deonar - Mumbai,80.7,125.44,36.54,0.72,24.59,8.66,115,46,0.5,0,15.9,45,7.7,1.1
2020-02-01 06:00:00,Deonar - Mumbai,108.0,162.49,69.14,0.99,21.6,10.62,245,30,0.51,0,24.4,88,5.1,3.7
2020-02-01 12:00:00,Deonar - Mumbai,89.54,133.85,54.38,0.84,16.24,9.61,185,37,0.84,1,16.5,44,2.6,7.6
2020-02-01 18:00:00,Deonar - Mumbai,82.37,114.24,83.69,1.08,22.71,7.81,254,29,0.6,0,33.2,45,3.1,8.0
2020-02-02 00:00:00,Deonar - Mumbai,77.95,123.0,42.47,0.62,19.24,6.67,112,46,0.26,0,22.9,59,2.4,1.1
2020-02-02 06:00:00,Deonar - Mumbai,77.22,116.23,66.34,0.88,24.12,9.18,241,31,0.54,0,22.2,55,8.5,9.3
2020-02-02 12:00:00,Deonar - Mumbai,67.62,92.61,60.44,0.8,31.59,10.11,176,38,0.94,0,21.0,43,9.6,6.3
2020-02-02 18:00:00,Deonar - Mumbai,74.91,120.62,67.66,0.93,21.13,10.85,228,32,0.33,0,30.0,56,2.8,6.8
2020-02-03 00:00:00,Deonar - Mumbai,49.55,72.51,43.49,0.79,26.58,8.77,123,45,0.24,0,22.6,48,4.2,7.4
2020-02-03 06:00:00,Deonar - Mumbai,62.62,103.44,69.46,1.01,23.98,6.74,247,30,0.26,0,20.1,61,10.4,8.5
2020-02-03 12:00:00,Deonar - Mumbai,58.36,92.95,58.14,0.97,25.48,9.55,196,36,0.35,0,18.1,78,5.4,9.2
2020-02-03 18:00:00,Deonar - Mumbai,70.2,108.42,72.7,1.08,21.53,10.26,253,29,0.26,0,26.6,60,6.1,3.2
2020-02-04 00:00:00,Deonar - Mumbai,45.53,74.5,38.37,0.7,21.89,7.14,103,47,0.49,0,25.1,61,10.5,2.2
2020-02-04 06:00:00,Deonar - Mumbai,83.23,121.92,68.98,0.97,18.25,12.14,238,31,0.47,0,19.7,63,1.5,4.5
2020-02-04 12:00:00,Deonar - Mumbai,57.59,87.44,63.67,0.86,22.07,11.17,195,36,0.64,0,20.2,77,11.1,9.0
2020-02-04 18:00:00,Deonar - Mumbai,79.85,119.13,64.97,0.96,21.46,8.1,254,29,0.36,1,28.2,53,5.2,1.5
2020-02-05 00:00:00,Deonar - Mumbai,52.8,84.05,38.15,0.66,25.17,8.16,101,47,0.33,1,20.6,77,4.8,6.4
2020-02-05 06:00:00,Deonar - Mumbai,74.82,115.44,75.55,0.99,22.45,6.88,237,31,0.25,0,20.2,67,2.6,8.5
2020-02-05 12:00:00,Deonar - Mumbai,66.7,112.51,51.05,0.9,23.74,9.92,174,39,0.65,0,22.4,53,7.9,5.6
2020-02-05 18:00:00,Deonar - Mumbai,84.77,132.67,74.78,0.96,21.24,9.55,229,32,0.67,0,16.9,78,2.7,1.2
2020-02-06 00:00:00,Deonar - Mumbai,71.41,105.88,46.42,0.77,28.07,10.92,125,45,0.61,0,22.0,44,6.1,2.0
2020-02-06 06:00:00,Deonar - Mumbai,91.22,133.12,67.0,0.99,20.08,10.19,246,30,0.38,0,31.7,88,9.3,1.8
2020-02-06 12:00:00,Deonar - Mumbai,86.67,120.83,58.52,0.93,24.97,4.54,192,36,0.78,0,31.9,42,3.6,1.5
2020-02-06 18:00:00,Deonar - Mumbai,77.69,108.45,69.23,1.0,24.14,9.55,236,31,0.89,0,28.9,84,7.4,5.5
2020-02-07 00:00:00,Deonar - Mumbai,62.62,102.21,47.49,0.78,26.79,11.2,121,45,0.6,0,16.4,84,5.2,5.0
2020-02-07 06:00:00,Deonar - Mumbai,90.55,127.41,72.38,0.99,28.73,7.48,248,30,0.43,0,15.2,63,7.4,3.0
2020-02-07 12:00:00,Deonar - Mumbai,58.73,90.92,62.15,0.87,22.84,8.61,186,37,0.77,1,18.1,77,10.8,7.8
2020-02-07 18:00:00,Deonar - Mumbai,35.95,60.85,70.21,0.91,33.86,12.17,228,32,0.8,0,23.9,43,10.0,9.8
2020-02-08 00:00:00,Deonar - Mumbai,25.52,49.39,45.99,0.66,24.83,7.56,103,47,0.47,0,25.0,72,8.5,5.5
2020-02-08 06:00:00,Deonar - Mumbai,42.75,61.55,75.49,0.98,24.96,11.01,237,31,0.4,0,15.3,60,11.4,9.3
2020-02-08 12:00:00,Deonar - Mumbai,52.57,78.66,57.42,0.91,25.98,8.15,197,36,0.26,0,28.9,48,8.6,4.1
2020-02-08 18:00:00,Deonar - Mumbai,51.7,71.13,76.34,0.94,23.69,15.28,246,30,0.33,0,16.8,83,8.1,9.4
2020-02-09 00:00:00,Deonar - Mumbai,37.8,47.11,44.53,0.81,30.95,4.64,105,47,0.44,0,30.2,44,6.8,3.2
2020-02-09 06:00:00,Deonar - Mumbai,85.91,129.36,77.33,0.93,26.6,9.23,236,31,0.79,0,17.3,83,1.1,1.5
2020-02-09 12:00:00,Deonar - Mumbai,80.9,113.12,60.56,0.95,19.81,6.48,198,36,0.32,0,16.7,61,8.0,4.5
2020-02-09 18:00:00,Deonar - Mumbai,92.22,128.05,72.11,1.01,27.04,9.07,232,32,0.25,0,26.2,62,2.5,5.2
2020-02-10 00:00:00,Deonar - Mumbai,63.59,95.23,48.72,0.74,30.21,10.4,102,47,0.5,0,18.8,60,7.5,4.5
2020-02-10 06:00:00,Deonar - Mumbai,77.39,110.96,57.56,0.96,23.64,8.45,232,32,0.64,0,23.9,64,7.7,6.3
2020-02-10 12:00:00,Deonar - Mumbai,73.36,96.04,55.95,0.84,25.62,13.69,177,38,0.26,0,32.5,59,10.8,0.0
2020-02-10 18:00:00,Deonar - Mumbai,77.79,111.18,66.94,0.89,16.02,8.02,241,31,0.87,0,30.7,40,5.0,2.8
2020-02-11 00:00:00,Deonar - Mumbai,57.2,89.52,48.08,0.71,22.69,9.25,119,45,0.57,0,17.9,81,10.5,1.9
2020-02-11 06:00:00,Deonar - Mumbai,93.51,134.03,73.05,1.01,29.29,10.16,245,30,0.22,0,20.4,50,4.9,2.0
2020-02-11 12:00:00,Deonar - Mumbai,63.12,88.49,63.74,0.89,30.8,8.23,182,38,0.43,0,19.9,55,11.1,9.1
2020-02-11 18:00:00,Deonar - Mumbai,76.4,111.33,63.96,0.91,18.81,12.01,230,32,0.83,0,26.2,58,6.4,2.0
2020-02-12 00:00:00,Deonar - Mumbai,57.08,93.38,39.45,0.76,20.08,5.92,100,48,0.28,0,26.9,62,5.8,2.9
2020-02-12 06:00:00,Deonar - Mumbai,72.64,98.99,65.34,1.04,26.07,4.09,254,29,0.67,0,27.6,79,9.1,9.0
2020-02-12 12:00:00,Deonar - Mumbai,69.73,113.34,62.4,0.78,16.43,6.69,186,37,0.93,0,16.4,82,7.6,4.3
2020-02-12 18:00:00,Deonar - Mumbai,58.28,81.98,71.95,1.0,25.09,16.83,229,32,0.8,0,18.9,54,6.1,7.8
2020-02-13 00:00:00,Deonar - Mumbai,35.88,45.79,27.55,0.75,25.71,6.6,97,48,0.5,0,16.1,49,6.9,6.2
2020-02-13 06:00:00,Deonar - Mumbai,68.78,107.74,64.36,1.05,25.79,8.04,248,30,0.39,0,18.3,82,11.1,2.4
2020-02-13 12:00:00,Deonar - Mumbai,62.37,100.43,61.92,0.84,17.63,11.76,190,37,0.5,0,26.9,72,4.5,7.2
2020-02-13 18:00:00,Deonar - Mumbai,77.44,119.05,67.04,1.0,20.13,9.32,251,29,0.78,0,33.1,57,7.0,2.4
2020-02-14 00:00:00,Deonar - Mumbai,54.9,86.77,44.52,0.74,31.49,11.54,122,45,0.63,0,31.8,68,1.9,9.5
2020-02-14 06:00:00,Deonar - Mumbai,102.95,161.87,71.22,1.02,25.48,12.44,249,30,0.47,0,20.3,77,4.2,0.7
2020-02-14 12:00:00,Deonar - Mumbai,100.57,150.22,61.21,0.77,20.28,10.82,175,39,0.91,0,26.9,81,6.4,1.5
2020-02-14 18:00:00,Deonar - Mumbai,86.29,126.26,72.64,0.99,21.09,9.93,236,31,0.22,0,25.8,70,5.4,5.9
2020-02-15 00:00:00,Deonar - Mumbai,39.34,59.64,47.22,0.66,24.74,8.25,126,44,0.74,0,28.4,69,11.6,6.7
2020-02-15 06:00:00,Deonar - Mumbai,65.54,110.14,61.61,0.94,20.75,7.78,229,32,0.43,0,31.6,45,4.5,7.9
2020-02-15 12:00:00,Deonar - Mumbai,55.72,94.56,55.14,0.77,24.5,15.78,173,39,0.91,0,34.9,69,3.8,8.0
2020-02-15 18:00:00,Deonar - Mumbai,72.08,117.8,64.07,1.01,26.75,5.71,229,32,0.31,0,18.8,56,3.8,0.7
2020-02-16 00:00:00,Deonar - Mumbai,58.46,94.23,42.64,0.74,22.34,13.09,114,46,0.95,0,24.2,72,2.4,6.5
2020-02-16 06:00:00,Deonar - Mumbai,97.94,138.16,67.62,1.03,27.68,11.55,240,31,0.31,0,27.7,65,3.1,2.1
2020-02-16 12:00:00,Deonar - Mumbai,88.87,129.75,45.73,0.81,23.48,12.04,189,37,0.62,0,16.8,83,3.3,5.1
2020-02-16 18:00:00,Deonar - Mumbai,88.07,132.44,63.48,1.02,23.99,9.01,236,31,0.74,0,21.2,53,2.3,3.7
2020-02-17 00:00:00,Deonar - Mumbai,71.06,114.09,41.05,0.62,24.97,10.81,107,47,0.8,1,15.2,52,6.0,1.0
2020-02-17 06:00:00,Deonar - Mumbai,89.22,145.51,69.57,0.87,23.45,11.36,232,32,0.32,0,26.9,45,11.1,2.5
2020-02-17 12:00:00,Deonar - Mumbai,64.75,95.63,63.82,0.84,33.68,14.11,182,38,0.61,0,27.8,41,11.0,7.0
2020-02-17 18:00:00,Deonar - Mumbai,75.84,116.72,72.66,1.01,28.94,13.82,252,29,0.4,0,19.6,78,2.4,5.5
